id,name,manufacturer,pack,weight,height,width,length,cost
7372,High Quality Black Tiny Tablets by Deep Office Supplies,Deep Office Supplies,790,6320,2.5,1.5,2,521.65
7373,Green Generic Ink Pens by WizBang,WizBang,370,4144,3.5,2.1,2.8,143.03
7374,Generic Green Small Ink Pens,Offices-R-Us,490,3920,2.5,1.5,2,139.11
7375,High Quality Small Tablets,Offices-R-Us,340,3264,3,1.8,2.4,253.02
7376,Large Blue Pencils,6% Solution,240,2304,3,1.8,2.4,86.86
7377,Large High Quality Green Post It Notes by Deep Office Supplies,Deep Office Supplies,16,76.8,1.5,0.9,1.2,5.9
7378,Red Tiny High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,8,12.8,0.5,0.3,0.4,0.7
7379,High Quality Green Ink Pens by WizBang,WizBang,980,6272,2,1.2,1.6,227.54
7380,Small Blue Generic Stapler,Offices-R-Us,1,12.8,4,2.4,3.2,11.27
7381,Pink Large Generic Pencils,Offices-R-Us,720,6912,3,1.8,2.4,271.13
7382,Generic Medium Black Pencils,Offices-R-Us,950,7600,2.5,1.5,2,239.16
7383,Medium Green Generic Stapler,Offices-R-Us,10,144,4.5,2.7,3.6,86.72
7384,Blue Small Generic Paperweights,6% Solution,4,44.8,3.5,2.1,2.8,14.93
7385,Duck Lake Large High Quality Red Thumbtacks,Duck Lake,960,7680,2.5,1.5,2,142.53
7386,Medium Blue High Quality Thumbtacks,6% Solution,770,4928,2,1.2,1.6,148.19
7387,Small High Quality Post It Notes,6% Solution,37,59.2,0.5,0.3,0.4,12.06
7388,Tiny Pink Thumbtacks by WizBang,WizBang,690,2208,1,0.6,0.8,184.94
7389,High Quality Medium Paperweights,6% Solution,6,76.8,4,2.4,3.2,21.84
7390,Duck Lake Generic Black Medium Paperclips,Duck Lake,560,2688,1.5,0.9,1.2,128.97
7391,Large Brown High Quality Stapler by Deep Office Supplies,Deep Office Supplies,10,160,5,3,4,89.8
7392,Small White Generic Post It Notes by WizBang,WizBang,8,12.8,0.5,0.3,0.4,3.87
7393,Tiny Generic Brown Thumbtacks,Offices-R-Us,750,2400,1,0.6,0.8,94.78
7394,Duck Lake Generic Black Tiny Stapler,Duck Lake,2,22.4,3.5,2.1,2.8,21.16
7395,High Quality Pink Medium Tablets by Deep Office Supplies,Deep Office Supplies,440,4928,3.5,2.1,2.8,410.5
7396,Medium Black Paperweights by WizBang,WizBang,3,38.4,4,2.4,3.2,12.64
7397,Duck Lake Blue Large Generic Ink Pens,Duck Lake,320,3584,3.5,2.1,2.8,141.64
7398,High Quality Red Medium Paperweights by Deep Office Supplies,Deep Office Supplies,10,128,4,2.4,3.2,33.36
7399,Red Tiny Paperclips by WizBang,WizBang,910,1456,0.5,0.3,0.4,7.88
7400,Pink Large High Quality Tablets,Offices-R-Us,690,8832,4,2.4,3.2,593.63
7401,Red Small Paperclips,Offices-R-Us,730,2336,1,0.6,0.8,31.63
7402,Generic Large Paperweights,6% Solution,6,86.4,4.5,2.7,3.6,22.33
7403,Generic Black Tiny Ink Pens,Offices-R-Us,1000,6400,2,1.2,1.6,292.52
7404,White Tiny Generic Paperweights by WizBang,WizBang,3,28.8,3,1.8,2.4,12.11
7405,Tiny High Quality Paperclips by WizBang,WizBang,860,1376,0.5,0.3,0.4,147.03
7406,High Quality Small Paperclips by WizBang,WizBang,780,2496,1,0.6,0.8,189.49
7407,Medium Generic White Ink Pens,6% Solution,850,8160,3,1.8,2.4,344.71
7408,Medium Blue Generic Tablets,6% Solution,450,5040,3.5,2.1,2.8,329.88
7409,Red High Quality Tablets by Deep Office Supplies,Deep Office Supplies,510,4896,3,1.8,2.4,323.43
7410,Black Small Paperweights,Offices-R-Us,3,33.6,3.5,2.1,2.8,12.11
7411,Blue High Quality Paperclips by WizBang,WizBang,190,1216,2,1.2,1.6,56.64
7412,High Quality White Pencils by WizBang,WizBang,180,1728,3,1.8,2.4,95.25
7413,Blue Medium Generic Tablets,6% Solution,930,10416,3.5,2.1,2.8,554.55
7414,Generic Red Large Post It Notes,6% Solution,73,350.4,1.5,0.9,1.2,12.92
7415,Large Black Generic Paperclips,6% Solution,940,6016,2,1.2,1.6,215.6
7416,Generic Large Brown Pencils by Deep Office Supplies,Deep Office Supplies,880,8448,3,1.8,2.4,226.94
7417,Red Generic Medium Thumbtacks by Deep Office Supplies,Deep Office Supplies,1000,6400,2,1.2,1.6,84.69
7418,Blue Small Generic Stapler by WizBang,WizBang,3,38.4,4,2.4,3.2,30.09
7419,Duck Lake Red Medium High Quality Stapler,Duck Lake,3,43.2,4.5,2.7,3.6,30.09
7420,Duck Lake Large High Quality Green Tablets,Duck Lake,120,1536,4,2.4,3.2,124.11
7421,White High Quality Small Post It Notes,Offices-R-Us,40,64,0.5,0.3,0.4,17.92
7422,Small Red High Quality Thumbtacks by WizBang,WizBang,460,2208,1.5,0.9,1.2,48.74
7423,Brown Small High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,430,2064,1.5,0.9,1.2,97.14
7424,Medium Blue Post It Notes,Offices-R-Us,52,166.4,1,0.6,0.8,12.9
7425,Duck Lake Generic Red Medium Stapler,Duck Lake,6,86.4,4.5,2.7,3.6,54.99
7426,High Quality Green Paperweights,6% Solution,7,67.2,3,1.8,2.4,23.87
7427,High Quality Blue Large Paperclips,Offices-R-Us,340,2176,2,1.2,1.6,88.94
7428,Black Tiny Generic Stapler by WizBang,WizBang,6,67.2,3.5,2.1,2.8,55.98
7429,Duck Lake Tiny White Generic Paperclips,Duck Lake,930,1488,0.5,0.3,0.4,155.16
7430,High Quality Black Large Paperweights,Offices-R-Us,9,129.6,4.5,2.7,3.6,33.95
7431,Small High Quality White Stapler,Offices-R-Us,5,64,4,2.4,3.2,48.94
7432,Small Green Generic Paperweights,6% Solution,1,11.2,3.5,2.1,2.8,4.23
7433,Pink Medium Paperweights,Offices-R-Us,10,128,4,2.4,3.2,37.98
7434,Duck Lake Generic Tiny Red Post It Notes,Duck Lake,29,46.4,0.5,0.3,0.4,0.19
7435,Medium Pink Generic Pencils by WizBang,WizBang,560,4480,2.5,1.5,2,205.81
7436,Large Pink Generic Paperclips,6% Solution,240,1536,2,1.2,1.6,100.57
7437,High Quality Brown Paperweights by WizBang,WizBang,10,96,3,1.8,2.4,34.13
7438,Generic Small White Stapler,Offices-R-Us,2,25.6,4,2.4,3.2,21.53
7439,Generic Tiny Post It Notes by WizBang,WizBang,28,44.8,0.5,0.3,0.4,7.65
7440,High Quality Black Ink Pens by WizBang,WizBang,810,6480,2.5,1.5,2,306.6
7441,High Quality Pink Stapler,6% Solution,7,78.4,3.5,2.1,2.8,65.77
7442,Black Generic Paperweights by WizBang,WizBang,3,28.8,3,1.8,2.4,11.84
7443,Small White Post It Notes by Deep Office Supplies,Deep Office Supplies,95,152,0.5,0.3,0.4,31.56
7444,Black Small Pencils,Offices-R-Us,350,2240,2,1.2,1.6,116.1
7445,Generic Medium Tablets by WizBang,WizBang,140,1568,3.5,2.1,2.8,119.27
7446,High Quality Tiny Brown Paperweights,Offices-R-Us,9,86.4,3,1.8,2.4,31.14
7447,Large Blue High Quality Ink Pens by WizBang,WizBang,780,8736,3.5,2.1,2.8,298.61
7448,Duck Lake Medium Green Generic Stapler,Duck Lake,6,86.4,4.5,2.7,3.6,55.49
7449,Black Medium High Quality Stapler,Offices-R-Us,2,28.8,4.5,2.7,3.6,21.72
7450,High Quality Brown Paperweights by Deep Office Supplies,Deep Office Supplies,9,100.8,3.5,2.1,2.8,31.84
7451,White Large High Quality Paperclips,6% Solution,130,832,2,1.2,1.6,61.86
7452,Small High Quality Tablets by Deep Office Supplies,Deep Office Supplies,460,4416,3,1.8,2.4,370.9
7453,High Quality Blue Tablets by WizBang,WizBang,1000,9600,3,1.8,2.4,582.62
7454,Duck Lake Generic White Ink Pens,Duck Lake,180,1440,2.5,1.5,2,99.16
7455,Large Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,260,2912,3.5,2.1,2.8,97.65
7456,Duck Lake Large Black Generic Paperweights,Duck Lake,4,57.6,4.5,2.7,3.6,16.31
7457,Generic Blue Medium Post It Notes,Offices-R-Us,84,268.8,1,0.6,0.8,19.18
7458,Tiny High Quality Red Paperweights by WizBang,WizBang,5,48,3,1.8,2.4,17.34
7459,Generic Large White Paperclips,Offices-R-Us,880,5632,2,1.2,1.6,234.4
7460,Medium Black Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,170,1632,3,1.8,2.4,94.76
7461,Green Large Pencils,6% Solution,430,4128,3,1.8,2.4,118.62
7462,Generic Small Red Pencils,Offices-R-Us,410,2624,2,1.2,1.6,49.14
7463,Brown Tiny Generic Tablets by Deep Office Supplies,Deep Office Supplies,340,2720,2.5,1.5,2,253.02
7464,High Quality Tiny Pencils,6% Solution,930,4464,1.5,0.9,1.2,88.55
7465,Duck Lake High Quality Red Post It Notes,Duck Lake,2,3.2,0.5,0.3,0.4,0.39
7466,Generic Small Brown Ink Pens,6% Solution,240,1920,2.5,1.5,2,102.61
7467,Generic White Tablets,6% Solution,440,4928,3.5,2.1,2.8,376.07
7468,Medium Black High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,87,278.4,1,0.6,0.8,34.18
7469,Brown Generic Tiny Tablets by WizBang,WizBang,100,800,2.5,1.5,2,96.25
7470,High Quality Black Post It Notes,6% Solution,23,36.8,0.5,0.3,0.4,9.63
7471,Large Blue Tablets by WizBang,WizBang,450,5760,4,2.4,3.2,364.9
7472,Duck Lake High Quality Tiny Green Stapler,Duck Lake,3,33.6,3.5,2.1,2.8,29.82
7473,Black Medium Generic Ink Pens,6% Solution,940,9024,3,1.8,2.4,339.77
7474,Duck Lake High Quality Small Pink Thumbtacks,Duck Lake,650,3120,1.5,0.9,1.2,200.12
7475,Small Generic Tablets by WizBang,WizBang,620,5952,3,1.8,2.4,439.2
7476,Small High Quality Stapler,6% Solution,3,38.4,4,2.4,3.2,30.62
7477,High Quality Medium Green Post It Notes,Offices-R-Us,59,188.8,1,0.6,0.8,14.33
7478,Black Generic Tablets,6% Solution,740,8288,3.5,2.1,2.8,523.34
7479,Tiny Green High Quality Paperweights,Offices-R-Us,9,86.4,3,1.8,2.4,29.74
7480,Small Pink Generic Ink Pens,Offices-R-Us,120,960,2.5,1.5,2,77.94
7481,Pink Small Generic Post It Notes by Deep Office Supplies,Deep Office Supplies,54,86.4,0.5,0.3,0.4,23.05
7482,Duck Lake Large High Quality Green Stapler,Duck Lake,9,144,5,3,4,80.52
7483,Duck Lake Large Brown High Quality Post It Notes,Duck Lake,9,43.2,1.5,0.9,1.2,4.99
7484,Medium Generic White Paperweights by WizBang,WizBang,4,51.2,4,2.4,3.2,16.31
7485,Pink High Quality Post It Notes,Offices-R-Us,28,44.8,0.5,0.3,0.4,13.26
7486,Large White High Quality Ink Pens by WizBang,WizBang,590,6608,3.5,2.1,2.8,308.82
7487,High Quality Small Thumbtacks,6% Solution,450,2160,1.5,0.9,1.2,65.46
7488,High Quality Large Post It Notes,Offices-R-Us,21,100.8,1.5,0.9,1.2,13.29
7489,Duck Lake High Quality Green Medium Paperclips,Duck Lake,420,2016,1.5,0.9,1.2,71.04
7490,Duck Lake High Quality Red Ink Pens,Duck Lake,380,4256,3.5,2.1,2.8,145.94
7491,Red High Quality Large Thumbtacks,Offices-R-Us,790,6320,2.5,1.5,2,124.59
7492,Generic Brown Medium Thumbtacks by Deep Office Supplies,Deep Office Supplies,530,3392,2,1.2,1.6,113.36
7493,Large Blue High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,420,3360,2.5,1.5,2,112.07
7494,Generic Large Green Ink Pens by WizBang,WizBang,500,5600,3.5,2.1,2.8,179.05
7495,White Small High Quality Paperweights,6% Solution,9,100.8,3.5,2.1,2.8,33.25
7496,Medium Green Generic Paperclips by WizBang,WizBang,360,1728,1.5,0.9,1.2,48.46
7497,Duck Lake Large Generic Green Paperweights,Duck Lake,8,115.2,4.5,2.7,3.6,28.1
7498,Tiny Generic Blue Post It Notes by Deep Office Supplies,Deep Office Supplies,67,107.2,0.5,0.3,0.4,8.15
7499,Pink Large Ink Pens by WizBang,WizBang,150,1680,3.5,2.1,2.8,108.22
7500,Generic Small Black Post It Notes by Deep Office Supplies,Deep Office Supplies,42,67.2,0.5,0.3,0.4,13.41
7501,Duck Lake Black High Quality Tiny Post It Notes,Duck Lake,50,80,0.5,0.3,0.4,15.52
7502,Medium Green Generic Ink Pens by WizBang,WizBang,550,5280,3,1.8,2.4,171.7
7503,Generic Pink Medium Tablets,6% Solution,990,11088,3.5,2.1,2.8,701.52
7504,Duck Lake High Quality Blue Medium Ink Pens,Duck Lake,670,6432,3,1.8,2.4,244.77
7505,Medium High Quality Blue Stapler,6% Solution,3,43.2,4.5,2.7,3.6,30.62
7506,Duck Lake Medium Generic Ink Pens,Duck Lake,340,3264,3,1.8,2.4,190.88
7507,Pink Generic Stapler by WizBang,WizBang,6,96,5,3,4,58.44
7508,Large Blue Stapler by Deep Office Supplies,Deep Office Supplies,8,128,5,3,4,73.29
7509,Medium Green Stapler by WizBang,WizBang,1,14.4,4.5,2.7,3.6,11.27
7510,Brown Large Generic Post It Notes,Offices-R-Us,48,230.4,1.5,0.9,1.2,17.95
7511,Large White Paperclips by WizBang,WizBang,270,1728,2,1.2,1.6,98.3
7512,Duck Lake Red Large Generic Paperclips,Duck Lake,790,5056,2,1.2,1.6,86.02
7513,Duck Lake Large White High Quality Pencils,Duck Lake,600,5760,3,1.8,2.4,237.99
7514,Pink Generic Post It Notes by Deep Office Supplies,Deep Office Supplies,5,16,1,0.6,0.8,3.4
7515,Green High Quality Post It Notes by WizBang,WizBang,50,160,1,0.6,0.8,12.48
7516,Red High Quality Medium Paperweights,Offices-R-Us,3,38.4,4,2.4,3.2,11.57
7517,Duck Lake Medium Pink Generic Pencils,Duck Lake,900,7200,2.5,1.5,2,288.03
7518,Duck Lake Medium Generic Paperclips,Duck Lake,560,2688,1.5,0.9,1.2,108.41
7519,Pink High Quality Medium Pencils,6% Solution,600,4800,2.5,1.5,2,237.99
7520,Tiny High Quality Brown Thumbtacks,6% Solution,140,448,1,0.6,0.8,33.56
7521,Medium Green High Quality Paperweights by WizBang,WizBang,1,12.8,4,2.4,3.2,4.43
7522,High Quality Medium White Stapler,6% Solution,10,144,4.5,2.7,3.6,90.57
7523,Small Green Generic Thumbtacks by WizBang,WizBang,810,3888,1.5,0.9,1.2,73.28
7524,Duck Lake Generic Small Red Post It Notes,Duck Lake,99,158.4,0.5,0.3,0.4,5.89
7525,Duck Lake Medium High Quality Green Thumbtacks,Duck Lake,960,6144,2,1.2,1.6,142.53
7526,Pink High Quality Paperweights by WizBang,WizBang,5,72,4.5,2.7,3.6,21.12
7527,Small White High Quality Paperclips,6% Solution,330,1056,1,0.6,0.8,100.81
7528,Duck Lake High Quality Small White Tablets,Duck Lake,700,6720,3,1.8,2.4,527.3
7529,Black Tiny Paperweights by Deep Office Supplies,Deep Office Supplies,8,76.8,3,1.8,2.4,28.1
7530,High Quality Medium Tablets,6% Solution,920,10304,3.5,2.1,2.8,667.33
7531,Pink Medium Generic Paperweights by WizBang,WizBang,5,64,4,2.4,3.2,20.28
7532,Duck Lake High Quality Small Black Pencils,Duck Lake,310,1984,2,1.2,1.6,105.85
7533,Generic Tiny Brown Tablets,6% Solution,820,6560,2.5,1.5,2,481.42
7534,High Quality Small Pencils,6% Solution,840,5376,2,1.2,1.6,109.99
7535,Red Generic Small Post It Notes,Offices-R-Us,6,9.6,0.5,0.3,0.4,0.54
7536,Brown Tiny Generic Pencils by WizBang,WizBang,180,864,1.5,0.9,1.2,43.34
7537,Tiny High Quality Red Ink Pens by WizBang,WizBang,450,2880,2,1.2,1.6,113.1
7538,Generic Medium Blue Pencils by Deep Office Supplies,Deep Office Supplies,110,880,2.5,1.5,2,35.03
7539,Duck Lake Green Generic Post It Notes,Duck Lake,2,9.6,1.5,0.9,1.2,0.76
7540,Generic Small White Thumbtacks,Offices-R-Us,250,1200,1.5,0.9,1.2,75.45
7541,Red Medium Pencils,6% Solution,130,1040,2.5,1.5,2,33.42
7542,Duck Lake White High Quality Small Pencils,Duck Lake,550,3520,2,1.2,1.6,182.83
7543,Duck Lake Tiny High Quality Brown Tablets,Duck Lake,840,6720,2.5,1.5,2,516.99
7544,High Quality Tiny Tablets by Deep Office Supplies,Deep Office Supplies,740,5920,2.5,1.5,2,523.34
7545,Duck Lake Medium High Quality Black Thumbtacks,Duck Lake,840,5376,2,1.2,1.6,212.35
7546,Red Small Paperweights,Offices-R-Us,8,89.6,3.5,2.1,2.8,26.2
7547,Duck Lake Black Generic Tiny Paperclips,Duck Lake,850,1360,0.5,0.3,0.4,118.18
7548,Blue Small Generic Tablets,6% Solution,160,1536,3,1.8,2.4,140.58
7549,Large Generic Ink Pens,Offices-R-Us,870,9744,3.5,2.1,2.8,406.52
7550,Large Pink Generic Pencils,Offices-R-Us,210,2016,3,1.8,2.4,107.57
7551,Small Blue Tablets by Deep Office Supplies,Deep Office Supplies,190,1824,3,1.8,2.4,161.12
7552,High Quality Green Large Thumbtacks by WizBang,WizBang,720,5760,2.5,1.5,2,141.35
7553,White Tiny High Quality Thumbtacks,Offices-R-Us,460,1472,1,0.6,0.8,119.93
7554,Black Medium Paperclips,6% Solution,210,1008,1.5,0.9,1.2,71.05
7555,Red Small Generic Stapler,Offices-R-Us,1,12.8,4,2.4,3.2,11.07
7556,Generic Red Large Ink Pens,Offices-R-Us,660,7392,3.5,2.1,2.8,195.86
7557,High Quality Medium Pink Paperclips,Offices-R-Us,800,3840,1.5,0.9,1.2,245.92
7558,Duck Lake Generic Large Black Thumbtacks,Duck Lake,810,6480,2.5,1.5,2,207.05
7559,Duck Lake Generic Green Tablets,Duck Lake,970,10864,3.5,2.1,2.8,540.42
7560,White Tiny Generic Pencils,6% Solution,630,3024,1.5,0.9,1.2,156.94
7561,Medium Brown Pencils,Offices-R-Us,720,5760,2.5,1.5,2,197.25
7562,Tiny Brown High Quality Paperclips,Offices-R-Us,360,576,0.5,0.3,0.4,63.27
7563,Medium Generic Blue Paperclips by Deep Office Supplies,Deep Office Supplies,650,3120,1.5,0.9,1.2,97.82
7564,Black Large High Quality Ink Pens,6% Solution,650,7280,3.5,2.1,2.8,308.23
7565,High Quality Pink Thumbtacks by Deep Office Supplies,Deep Office Supplies,330,2112,2,1.2,1.6,135.01
7566,Red Small High Quality Stapler,6% Solution,4,51.2,4,2.4,3.2,38.47
7567,Medium Brown Generic Stapler,6% Solution,6,86.4,4.5,2.7,3.6,56.47
7568,Tiny Generic Pencils,Offices-R-Us,370,1776,1.5,0.9,1.2,90.85
7569,Black High Quality Tablets,Offices-R-Us,990,7920,2.5,1.5,2,609.38
7570,Duck Lake Red Small Generic Thumbtacks,Duck Lake,230,1104,1.5,0.9,1.2,18.25
7571,Tiny Generic Blue Ink Pens,Offices-R-Us,160,1024,2,1.2,1.6,58.78
7572,Tiny High Quality Paperweights by WizBang,WizBang,4,38.4,3,1.8,2.4,16.31
7573,Tiny White Generic Ink Pens by WizBang,WizBang,110,704,2,1.2,1.6,60.98
7574,Brown High Quality Medium Pencils,6% Solution,130,1040,2.5,1.5,2,53.43
7575,Red Generic Stapler by WizBang,WizBang,7,112,5,3,4,63.52
7576,High Quality Medium Black Tablets by Deep Office Supplies,Deep Office Supplies,670,7504,3.5,2.1,2.8,511.11
7577,Brown Large High Quality Stapler by Deep Office Supplies,Deep Office Supplies,3,48,5,3,4,31.15
7578,Duck Lake Brown Small Post It Notes,Duck Lake,92,147.2,0.5,0.3,0.4,20.66
7579,Small Generic Thumbtacks by WizBang,WizBang,610,2928,1.5,0.9,1.2,103.68
7580,Tiny Generic Green Pencils by WizBang,WizBang,730,3504,1.5,0.9,1.2,74.83
7581,Blue Generic Medium Paperweights by WizBang,WizBang,2,25.6,4,2.4,3.2,8.25
7582,Small Brown High Quality Ink Pens,6% Solution,700,5600,2.5,1.5,2,252.53
7583,Tiny White Generic Post It Notes by WizBang,WizBang,98,156.8,0.5,0.3,0.4,27.06
7584,High Quality Blue Thumbtacks,6% Solution,410,2624,2,1.2,1.6,93.74
7585,Duck Lake High Quality Black Small Pencils,Duck Lake,430,2752,2,1.2,1.6,135.55
7586,High Quality Pink Small Stapler by Deep Office Supplies,Deep Office Supplies,8,102.4,4,2.4,3.2,74.56
7587,Medium Red Paperclips,Offices-R-Us,240,1152,1.5,0.9,1.2,35.49
7588,Duck Lake Generic Medium Black Tablets,Duck Lake,380,4256,3.5,2.1,2.8,321.53
7589,Generic Red Large Thumbtacks by Deep Office Supplies,Deep Office Supplies,260,2080,2.5,1.5,2,43.16
7590,High Quality Large Pink Thumbtacks,Offices-R-Us,540,4320,2.5,1.5,2,215.05
7591,Pink Small High Quality Paperweights by WizBang,WizBang,9,100.8,3.5,2.1,2.8,33.95
7592,Duck Lake Medium Blue Generic Paperweights,Duck Lake,3,38.4,4,2.4,3.2,11.84
7593,High Quality Green Large Paperweights,Offices-R-Us,7,100.8,4.5,2.7,3.6,25.56
7594,Brown Generic Medium Tablets by WizBang,WizBang,810,9072,3.5,2.1,2.8,530.84
7595,Small White High Quality Pencils by Deep Office Supplies,Deep Office Supplies,490,3136,2,1.2,1.6,167.99
7596,Small High Quality Ink Pens by WizBang,WizBang,140,1120,2.5,1.5,2,66.99
7597,Duck Lake Pink High Quality Large Tablets,Duck Lake,470,6016,4,2.4,3.2,449.18
7598,Generic Medium Paperclips,6% Solution,620,2976,1.5,0.9,1.2,94.56
7599,Blue High Quality Small Paperclips by WizBang,WizBang,760,2432,1,0.6,0.8,109.3
7600,High Quality Medium Black Thumbtacks,6% Solution,750,4800,2,1.2,1.6,196.18
7601,Pink Large Generic Paperclips by Deep Office Supplies,Deep Office Supplies,480,3072,2,1.2,1.6,170.28
7602,Duck Lake Generic White Large Ink Pens,Duck Lake,450,5040,3.5,2.1,2.8,235.66
7603,Pink Large Post It Notes,Offices-R-Us,4,19.2,1.5,0.9,1.2,3.14
7604,Large Pink Tablets,6% Solution,980,12544,4,2.4,3.2,757.71
7605,Small Red Generic Ink Pens,6% Solution,840,6720,2.5,1.5,2,177.25
7606,Green Generic Paperweights by Deep Office Supplies,Deep Office Supplies,8,76.8,3,1.8,2.4,26.2
7607,White Small Paperclips,6% Solution,310,992,1,0.6,0.8,96.11
7608,Tiny Brown Post It Notes,6% Solution,6,9.6,0.5,0.3,0.4,1.53
7609,Green High Quality Tablets by WizBang,WizBang,290,3248,3.5,2.1,2.8,236.6
7610,Medium Red Generic Stapler,6% Solution,10,144,4.5,2.7,3.6,85.95
7611,Duck Lake Medium Green High Quality Ink Pens,Duck Lake,490,4704,3,1.8,2.4,176.4
7612,Duck Lake High Quality Medium Stapler,Duck Lake,4,57.6,4.5,2.7,3.6,39.16
7613,Duck Lake Medium High Quality Thumbtacks,Duck Lake,530,3392,2,1.2,1.6,113.36
7614,White Small Pencils,Offices-R-Us,370,2368,2,1.2,1.6,136.21
7615,Large Green Generic Stapler by WizBang,WizBang,7,112,5,3,4,64.08
7616,White Generic Small Thumbtacks,6% Solution,400,1920,1.5,0.9,1.2,108.05
7617,High Quality Tiny White Paperweights by Deep Office Supplies,Deep Office Supplies,5,48,3,1.8,2.4,19.44
7618,Black High Quality Medium Ink Pens,Offices-R-Us,460,4416,3,1.8,2.4,221.74
7619,Small Generic Post It Notes,Offices-R-Us,9,14.4,0.5,0.3,0.4,3.58
7620,Tiny High Quality Ink Pens,Offices-R-Us,170,1088,2,1.2,1.6,61.69
7621,Black High Quality Paperclips,6% Solution,740,3552,1.5,0.9,1.2,182.6
7622,Generic White Paperclips,Offices-R-Us,550,3520,2,1.2,1.6,167.88
7623,High Quality Medium Red Pencils by WizBang,WizBang,850,6800,2.5,1.5,2,138.56
7624,Duck Lake Large Black Generic Post It Notes,Duck Lake,19,91.2,1.5,0.9,1.2,9.52
7625,Generic Pink Paperclips,Offices-R-Us,700,3360,1.5,0.9,1.2,199.7
7626,Black Generic Medium Stapler,6% Solution,3,43.2,4.5,2.7,3.6,30.89
7627,Large Black High Quality Stapler,6% Solution,1,16,5,3,4,11.77
7628,Duck Lake Medium High Quality Pink Paperweights,Duck Lake,10,128,4,2.4,3.2,37.98
7629,Duck Lake Large Red High Quality Ink Pens,Duck Lake,740,8288,3.5,2.1,2.8,237.54
7630,Duck Lake Brown High Quality Large Ink Pens,Duck Lake,100,1120,3.5,2.1,2.8,67.22
7631,Generic Large Thumbtacks by Deep Office Supplies,Deep Office Supplies,880,7040,2.5,1.5,2,190.96
7632,Pink Large Ink Pens by WizBang,WizBang,950,10640,3.5,2.1,2.8,431.82
7633,Red Small High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,920,4416,1.5,0.9,1.2,80.02
7634,Generic Tiny Brown Thumbtacks by WizBang,WizBang,920,2944,1,0.6,0.8,109.23
7635,Duck Lake Pink Tiny High Quality Stapler,Duck Lake,1,11.2,3.5,2.1,2.8,11.67
7636,Generic Red Small Post It Notes by Deep Office Supplies,Deep Office Supplies,4,6.4,0.5,0.3,0.4,0.38
7637,Blue Tiny High Quality Pencils by Deep Office Supplies,Deep Office Supplies,540,2592,1.5,0.9,1.2,100.3
7638,Duck Lake High Quality Small Ink Pens,Duck Lake,120,960,2.5,1.5,2,84.19
7639,Tiny High Quality Black Stapler,Offices-R-Us,1,11.2,3.5,2.1,2.8,11.47
7640,White High Quality Small Paperweights by Deep Office Supplies,Deep Office Supplies,2,22.4,3.5,2.1,2.8,8.81
7641,Duck Lake Pink Generic Ink Pens,Duck Lake,490,5488,3.5,2.1,2.8,269.64
7642,Blue Small Generic Tablets,Offices-R-Us,730,7008,3,1.8,2.4,443.73
7643,Large Generic White Paperweights by Deep Office Supplies,Deep Office Supplies,1,14.4,4.5,2.7,3.6,4.83
7644,Duck Lake Large Brown Thumbtacks,Duck Lake,680,5440,2.5,1.5,2,183.02
7645,Duck Lake Medium Blue Paperclips,Duck Lake,990,4752,1.5,0.9,1.2,161.91
7646,Duck Lake Medium Blue Generic Stapler,Duck Lake,9,129.6,4.5,2.7,3.6,79.82
7647,Generic Brown Large Paperweights,6% Solution,9,129.6,4.5,2.7,3.6,32.54
7648,High Quality Tiny Black Pencils,6% Solution,170,816,1.5,0.9,1.2,57.95
7649,Green Tiny Generic Ink Pens by WizBang,WizBang,960,6144,2,1.2,1.6,194.29
7650,Generic Black Paperweights,6% Solution,6,76.8,4,2.4,3.2,22.82
7651,High Quality Tiny Blue Paperclips by Deep Office Supplies,Deep Office Supplies,960,1536,0.5,0.3,0.4,98.41
7652,Brown Medium Tablets,6% Solution,320,3584,3.5,2.1,2.8,268.68
7653,Large High Quality Green Post It Notes by WizBang,WizBang,78,374.4,1.5,0.9,1.2,22.45
7654,Blue Medium Stapler by Deep Office Supplies,Deep Office Supplies,1,14.4,4.5,2.7,3.6,11.47
7655,Generic Large Red Pencils,Offices-R-Us,630,6048,3,1.8,2.4,112.15
7656,High Quality Small Thumbtacks by Deep Office Supplies,Deep Office Supplies,650,3120,1.5,0.9,1.2,131.42
7657,Red Generic Small Paperweights,6% Solution,5,56,3.5,2.1,2.8,17.34
7658,Duck Lake White Small Ink Pens,Duck Lake,210,1680,2.5,1.5,2,121.75
7659,Generic Blue Large Thumbtacks by WizBang,WizBang,890,7120,2.5,1.5,2,163.89
7660,Tiny Generic White Thumbtacks by Deep Office Supplies,Deep Office Supplies,990,3168,1,0.6,0.8,176.26
7661,Brown Tiny High Quality Thumbtacks,Offices-R-Us,500,1600,1,0.6,0.8,89.69
7662,Brown Tiny Generic Ink Pens,6% Solution,460,2944,2,1.2,1.6,150.55
7663,Brown Small Paperweights,Offices-R-Us,3,33.6,3.5,2.1,2.8,11.84
